USERINFO_DATA
birthdate;nickname;pwd
cmortonk1;Rlys6O4nD;06-Mar-1998
brivallandk2;NV6VemJheU;25-Sep-1999
kyeardsleyk3;PfldLVrEWd;27-Nov-1997
sattwaterk4;9Eag2JvhvLY;26-Aug-1999
jgauntk5;LWQ7KCsafuU;18-Aug-1998
carmigerk6;ZGz8gZd;21-Aug-2000
lizkoviczk7;PdpUw07;09-Jul-1997
mhassettk8;w6WeXdG;31-Mar-1997
tphilipk9;QYyaJEc3F;10-Apr-2000
nloosleyka;5NfWxzzH50;03-Mar-2000
achristofideskb;pyUJ3kOBpUL;20-Feb-2000
daskeykc;zZoLxEu;04-Aug-1998
btessingtonkd;qDHViZC;28-Jul-1998
gbarlthropke;9NRXcYmv;27-Jun-1999
cmeinkf;CEYYdKxw;20-Feb-1999
mscreachkg;1HzPCBS3Oug;04-Jul-1997
tfillinghamkh;HMGNnCS;29-Feb-2000
askehanki;5dmk16;22-Feb-1999
nwiggallkj;h1Pe9UlXB;01-Mar-2000
ekennsleykk;qF2qevbDOke;30-Aug-1998
lkimberkl;VdnHeFeukgn;20-Dec-1999
ebruntkm;7FKpecylA;14-Jan-2000
afleemankn;W2WhQ44;07-May-1998
lbattersko;fSM38Zffa;19-May-1998
nstubbeleykp;KFM1OoswX;22-Jul-2000
homannionkq;Pa8hfX0Lyr;18-Jul-2000
rcaultonkr;t9AOio0fpGv;14-Jun-1998
kslaineyks;EPSLKY791It2;11-Dec-1997
pokuddyhykt;JAhdc41WUiz;20-Nov-1999
ebyersku;yYkJ80xu;30-Dec-1999
wlivezleykv;rmuMHHlbd;18-Jun-1999
gchittemkw;8gW0beKvZfn;06-Jun-2000
jblaxtonkx;AtLUhrNp;06-Jun-1997
hmacduffieky;GyPmbGNMc1c;03-Jan-1999
mganderskz;6O1HURA6uu;27-Aug-1999
lmerchantl0;sOY2OGGQV3;17-Mar-1998
dclymol1;O4bvdP313J9Z;16-Feb-1998
atidballl2;O44csIyv;05-Dec-1999
stidboldl3;BWfDrdz3Op;03-Sep-1997
bmarronl4;ocwtG22o;22-Apr-2000
mwettonl5;owqQPUyaiODw;10-Feb-1998
ssimonotl6;j38KfIul;02-Nov-1998
kdunkleyl7;Dj7zjs;01-Apr-1997
sronchettil8;YaqO1BY7Urr;25-Mar-1998
abeerntl9;xsskQs1wv;14-Jun-1998
rweathersla;BeDO4UZ1yHNk;27-Nov-2000
dfernezlb;ixChMCQ6Jg;02-May-1999
mtippelllc;hHy4sQev0f;21-Sep-2000
rhurdmanld;uEU6mCvCMO;26-Sep-1997
cboyackle;RtgCbxcTeP5;29-Apr-2000
lganforthelf;rgcvmCq64;17-Apr-2000
fbreffitlg;jsh2VADq;01-Aug-2000
cupcraftlh;osxe1r7BVajh;09-Oct-2000
emagwoodli;C4VoOZPc7zdS;13-Oct-1999
dnewburylj;xZNBb1ko0;03-Jun-1999
acharleslk;c9MV7k;18-Oct-1998
cdellcasall;AxeP235te;08-Apr-1997
kduleylm;7zW88R;03-Apr-2000
aspatoniln;mbpOdoO1M;30-Nov-2000
lsturmlo;zRnvZB9i;30-Aug-2000
bnuttinglp;umbkTsnPb;24-Jul-1999
gslaightlq;rJy0eKySPj;01-Aug-1999
nyabsleylr;UYHS7jpL9hn;17-Jul-1998
einglesonls;0c8BgOnxNsA2;18-Mar-2000
fchantlerlt;bXDCMJwWI;28-Jan-1997
gpurkesslu;Jw0fg0EMajR;06-Oct-1998
mlumberslv;ro07zStNsytU;12-Nov-1998
jjoyeslw;PghFAROo;15-Dec-1997
jsommerlinglx;uB0jVN;28-Mar-2000
csparrowly;rQC7PtUlT;16-Oct-1999
mipwelllz;jAJnNKQ00A;10-May-1997
vallibertonm0;hvUayW;23-Jun-1999
mrustmanm1;CimyGg9;02-Sep-1998
wnoblesm2;6DzBog;27-Aug-1998
jcooperm3;2AR8eF;25-Jul-1999
mdanielczykm4;iTS7Ryg;02-Jul-1997
pduffym5;VDITZYm96;20-Jan-2000
fdimitrievm6;geXlgSmAG5;19-Apr-1999
smedgwickm7;w8yRauLiBtX;05-Feb-1997
lmoralasm8;6gsEOoBJ;26-Feb-1997
tgutridgem9;Gykht3RfPv;11-Sep-1997
ebenjafieldma;V1rMwqOHFy;09-Jun-1999
pkemshellmb;iCUN1V;31-May-2000
dknattmc;X9TSJvTNi;09-May-1998
mbredgelandmd;fzZdv9RmDlfb;05-Nov-1998
dfruddme;fSWQ1ld9QR;02-Aug-1997
nlarnemf;KDo1roRH5he;21-Aug-1999
hhaddacksmg;QMp4H4udsHN;15-Jan-1997
bgallafantmh;vnrXBshA8mY;02-Jan-2000
cmarquotmi;t0PVm9;21-Feb-1997
emcsheamj;F0KxCtVGfRM;17-Jul-2000
otullymk;m4hsIgzghvbk;11-Jun-2000
asorrillml;RHcPqu;13-Jun-1998
elindmarkmm;jHO4CN;19-Mar-1997
sseyersmn;pKgBFfr0Cj;22-May-1998
mflemmingmo;RKzGtm2;25-Feb-1997
fantonimp;orvrgQH4cX;30-Mar-1998
cropertmq;kyKmmMYoC;06-Feb-1998
astandbrookmr;6ehRZ6Rf;17-Oct-1999
kcrossinghamms;C8vgnvaVC3;18-Nov-2000
bconklinmt;u2wB0TAwVJsU;23-Sep-1998
mlathymu;qpM8j4wfaKb;08-Apr-1997
jwinnardmv;2paZ4jzTK3;19-Jun-2000
scalbreathmw;LwHXvf;04-Apr-1997
lpippingmx;HEmqwfZ;13-Jun-1997
gwarrmy;m5zMjz6D;14-Jun-2000
ihaisellmz;V54kMX0;13-Apr-1998
mbahian0;qeAZPBPKh;25-Aug-1998
tboxn1;O7a0gEUr;27-Jul-1999
mjeffcockn2;dF61vjtggNk0;12-Sep-2000
adermottn3;Ewl6yeYP;05-May-1998
jshellumn4;26QE8q;08-Jan-2000
bmacginlayn5;2K6zbm91x;17-Sep-1998
gpendren6;3NAwCLIhmy;27-Apr-1998
cscotchbrookn7;0bDWV5M;29-Jul-1997
vjakobssonn8;YYR3Fkt;13-Aug-1999
fbuckeridgen9;LWo5YA2fNN;19-Nov-2000
chigginbottamna;9ix5hf;07-Oct-1998
mlouedeynb;9cZLOzw;02-Feb-1998
mbunnellnc;klPrNSpptk;17-Sep-2000
toehmend;hhNNE7DqMYO;07-Aug-1997
fklaesne;BmqLvr9;11-Mar-1999
mpatterfieldnf;4xFn2tuN5;22-Dec-1999
jthorlbyng;XUqxiDDLo;25-Sep-1998
cdebellnh;Kj6u1S5vXNJ;14-Dec-1997
kstefanovicni;6K1ksr1OL1;24-Jun-2000
nbrymnernj;HdWtMIL5;05-Jan-1998
frollingnk;gEiQAn;28-Apr-1998
lwelbournnl;tHGsv9Ugk1vP;23-May-1999
ljordinenm;CCef0OHz;03-Jan-2001
wkrzyzaniaknn;JfOykcq;22-Sep-2000
kmannoochno;ktSemI72Kwd;31-Jul-1999
bpischelnp;5WFpbdsrcZAq;08-Sep-1998
jpawlynnq;yPMDM2S;02-Jul-2000
lcasserlynr;meNkDiLwBWr;01-Feb-1998
ebrydenns;7OUPk5VX;11-Apr-1997
mmaxweellnt;64FxRdHB4Rwz;02-Feb-2000
cspellsworthnu;q2VWjAWQ;20-Aug-2000
vjovicevicnv;LHSdwm;04-Dec-2000
ltuohynw;Q4DdcZMdPQn;30-Dec-1998
emewhirternx;bG333qvnicW;06-Dec-2000
ogiorgininy;mqu8vRo7Ma;13-Oct-2000
fcumbersnz;Bvi8nwlt;01-Jun-2000
ldrynano0;oftuqev;16-Dec-1997
swainero1;PPxJ0U7hNH17;21-Nov-2000
wcoursono2;s8m3iCUa2;01-May-2000
esayloro3;ioAvtEOav;15-Oct-2000
rleonidao4;S74DkY;31-Oct-1997
wmatterseyo5;dsnkzS9IOM;15-Nov-1997
bwagerfieldo6;FTqa1RzAkh;11-Mar-2000
pbladesmitho7;je0jzxIJlxqj;25-Jan-2000
aelvidgeo8;pEArCY6jcE;08-Aug-1997
ckesteno9;nEG6BDtR;27-Mar-1997
gsellmanoa;eXdZvy55dOB;19-Mar-1997
oambroisob;rqLOpz7pa;20-Nov-1998
hjeavonsoc;g4P1CR3;13-Jul-1998
bchittemod;G8D1pDT;25-Sep-1997
fmanningoe;ARoWxLcw6E;14-Jan-1999
jbuffinof;FCUVc79BUuL7;10-Jun-2000
mvizeog;dgJc2fi5;18-Feb-1998
awagstaffoh;vc70lu;28-Aug-1997
mlonnonoi;LHJIe4NT;01-Mar-1997
bshrubshalloj;Xxy6R5;05-Feb-2000
cdaltreyok;zNR2lIxYP1U;27-Mar-2000
sdambrogiool;ptpjcDQjyWnX;20-Jul-2000
sairdom;vH5vZas;19-Mar-1999
aebbitton;8MsNeqPZVPE;17-Nov-1999
rblowinoo;KQhsIbEpeb;13-Sep-2000
lkillcrossop;K1uNr3;01-Jan-2001
lhuntleyoq;rX1bsxm9Gn1;15-Jan-2000
jmckibbinor;3HRx8JW2P;22-Mar-1998
mashpitalos;vQ5w6b;06-Sep-2000
hcremerot;SIBGyQAyFj;14-Apr-1999
tcharlesou;OfspOdWHv5A;29-Apr-1998
jbelvardov;AmNZZa2tHSF;29-Jun-2000
beyeow;rVv1DDNVR;28-Jan-2000
mcaldeyrouxox;TESuNPZFrRX;08-Mar-1997
ngibberdoy;Keemoqes1Um;08-Oct-1999
mneaveoz;s4QB2TbTIfR;09-Jun-1997
ddinnegesp0;b21hpos;12-Aug-1997
trenadp1;ojLRh2;26-Mar-2000
fcridlanp2;WFKFWV8T1K6u;15-Jul-2000
cgrayshanp3;1wNVYthuHv;04-Jun-1998
dkonmannp4;rA37wjKvXmV7;20-Feb-1999
sseamansp5;PaLBUBGVK;17-Dec-2000
gphilippeauxp6;uv1dRCv8vUzV;07-Nov-2000
kmitskevichp7;uxKRdu694;13-Apr-1997
bbeddoep8;aA7Pf5N6;23-Oct-1998
jpimleyp9;PhdcrA;04-Oct-1998
gteresapa;cutau0vGNLm;12-Jan-1999
jtrimmepb;wejXntmPx;05-Aug-1999
sdurnpc;TiVmHLckU;11-Aug-2000
mstratiffpd;jpBeZev;10-Oct-2000
kfriedankpe;2idhSrx;14-Sep-1999
mfickenpf;PME7WOcPD;22-Dec-2000
ebradburnpg;2aZNXF0;09-Jan-1998
wperlph;9zKEKYg0akll;20-Apr-1997
egilepi;4Tkai6blHqn;29-Jan-1999
tgarvillpj;19Olko;10-Jul-1997
dsahlstrompk;XAm0kG8yegK4;12-Mar-1999
amcclellandpl;KpBYoNJf7x;05-Oct-1998
jtattertonpm;V2qYz5VE;26-Apr-2000
gpenaspn;y99RPvpw6gX;28-Sep-2000
gcoypo;CO5wqk;13-Aug-1998
bracepp;Vvccbdw;31-Aug-2000
rkeenorpq;Cl5qTv;23-Mar-1997
mbelsonpr;Iufg6d9Pz7h;01-Jul-1998
gjagsonps;1C776GeP;20-Feb-1999
rmacneillpt;90PmwNYv7;27-Mar-1998
itierneypu;6RC2z64g;11-Sep-1998
eshephardpv;ocJdGCuv;14-Jun-1998
sllorentepw;QmgE7rRbA;03-Aug-2000
edambrogipx;cfOPMI;11-Oct-1999
fstonebridgepy;535mpy4;27-Sep-1997
lmarleypz;ZBdWb9uP9Cz;18-May-1999
dlippattq0;8leZydBflUzp;07-Dec-2000
pmcjerrowq1;bkeqvcf;13-Oct-1998
ushakesbyq2;tYjAigFD2J;01-May-1999
bmaslinq3;ecrfr7PGID;22-Mar-1997
chusbyq4;f1OEjQc;07-Jan-1998
tshortlandq5;YRDyTDRHGgk;26-Oct-2000
amcjerrowq6;eMRowh;16-Oct-1997
kcosserq7;4mpgcmT3;23-Apr-1998
cwoofendenq8;rlyksdaFz;14-May-2000
lduffyq9;XEclP13OgBE;22-Mar-1999
kjovicevicqa;5H8XBPr;27-Feb-1997
pbroskeqb;N0swfXsF9KsC;04-Feb-1999
fcoppenqc;JIQMNYlqGkD;03-Nov-1998
gsimnelqd;iyDBOYhqjLoG;31-Mar-1998
ggarveyqe;Oru6GjyPp3v;24-Mar-1999
wcartmailqf;HfbRxlxxY;27-Nov-1998
fsargoodqg;jauNxjfQ1v;08-Aug-1999
prabbittqh;v5QZ2o;15-Mar-1998
agatelyqi;6mvtfWin;15-Apr-2000
dharperqj;xO7IIpNJ4;10-Sep-1998
cashboltqk;D2I2jGUu6As;11-May-1998
jmcreynoldsql;n82waXpOizAJ;19-Sep-1997
akalkofenqm;f1E7T6Ed;11-Nov-2000
omarczykqn;R9BezESr;02-Dec-1997
kmorphewqo;9G7lQdErq;19-Jun-1997
fmicoqp;t7fcJR;17-Jan-1997
fboltqq;duyF3ozZ;30-Sep-1997
mcreamqr;icHiHOkY9;22-Dec-1997
nsarneyqs;MLhbEYJis20;20-Apr-1999
bdominicacciqt;wzfYBUi5jhbO;13-Sep-1998
whillingqu;NFqGreEHIT;01-Jan-1998
bmarioneauqv;AhZnNSePt2j;04-Jun-1997
mdumpletonqw;xhCs8M;16-Nov-2000
imackennyqx;dDdijert;01-Dec-1997
lgeavenyqy;iBkIT2;06-Feb-2000
jfilintsevqz;pJ3lQzZ;28-Jan-1999
zsenechaultr0;UjLZlLU3mW;22-Jan-1997
drottgerr1;mm4W9w4u7;06-Jul-1997
lximenezr2;K2iV8Ulym7LN;22-May-2000
erooneyr3;B3mlNM;04-Jan-2000
bthaimr4;o40xHXnrE8;29-Jun-1998
jtremblayr5;doYlC0o1;21-Jan-1999
mpilipetsr6;vcORTWb;11-Apr-2000
slouwr7;JGzPw0i7;25-Oct-1997
ldeackesr8;yfg0U8;01-Apr-1998
fmostenr9;pjqiwzJlv;22-Oct-1998
tvivianra;zcoYiUcY;16-Apr-1998
pspieckrb;yqqDDvuft;01-Nov-1997
vstiggerrc;U3oEpZOxFB;13-Jan-2000
bdayshrd;81hWOTbLgTq;10-Mar-1999
adennantre;EYGNs6RnW1I;30-Jul-1998
ddowdarf;BHxbNPo;03-Nov-2000
lkirkmanrg;Ed8vHXAi8;18-Jun-1998
ajanosrh;S8NhjcGdZKn;14-Jun-1997
dcastleri;Srm4xH;29-Jun-1999
lfearsrj;Ja19WJYAPL;22-Sep-2000
ddoylerk;ZkP9EhQPiKA4;08-May-1998
dhatlifferl;KH5lDkovFtp;17-Oct-1999
lwornumrm;yXwBD2QEbGb9;10-Dec-1997
csaldlerrn;Y6zvTmdg;28-Jul-2000
ddurtnelro;Qm82yOzdea;12-Nov-1998
spagdenrp;TtCpQXAE;17-Nov-2000
smackilpatrickrq;2LqR35fK;01-Jan-1999
lziemerr;xw7wwq4gJEiQ;23-Jul-1998
